id,label,lang,text
chq-017,cheque,hi-rom,"Meri kirana dukaan hai. Ek regular customer ne mahine bhar ka udhaar chukane ke liye 48,000 ka cheque diya. Bank ne lauta diya, account me paise nahi the. Wo ab dukaan pe aana band ho gaya hai."
chq-018,cheque,en,"A transporter owed my firm freight charges and settled with a cheque of Rs 2.2 lakhs. It bounced. Within what time do I have to send the notice? The memo is dated the 3rd of this month."
chq-019,cheque,en,"My employer has been paying salary by cheque for the last year. The cheques for the last two months, Rs 38,000 each, both bounced. He says the company account has a temporary freeze and to be patient."
chq-020,cheque,en,"I am a milk supplier. The sweet shop I supply to gave a cheque for the quarterly bill of Rs 74,000 which was dishonoured for insufficient funds. He wants to adjust it against future supply instead of paying."
chq-021,cheque,en,"My sister's ex husband was directed to pay maintenance and gave six post dated cheques. The second one bounced. Is a cheque bounce case possible in addition to the family court matter?"
chq-022,cheque,en,"A distributor collected Rs 4 lakhs from me as franchise deposit and when the deal fell through he refunded by cheque. It bounced with the remark refer to drawer. He has now switched off his phone."
chq-023,cheque,en,"The contractor who built my house compound wall took an advance but abandoned the work, and returned the advance with a cheque of Rs 90,000 after panchayat mediation. That cheque has now bounced."
chq-024,cheque,en,"I discounted a cheque for an acquaintance, giving him cash against his customer's cheque of Rs 1.5 lakhs. The cheque bounced and both of them are blaming each other. The cheque is in my name."
chq-025,cheque,en,"My tuition centre received a cheque of Rs 24,000 from a parent for the annual fee. It bounced twice. The parent says fees are disputed because his child left after two months, but he signed the annual contract."
chq-026,cheque,en,"A scrap dealer purchased machinery from my closed workshop and paid with a cheque of Rs 3 lakhs which was dishonoured, account closed. He has resold the machinery already."
chq-027,cheque,en,"I received a legal notice saying my cheque of Rs 2 lakhs bounced, but I had given that cheque as blank security for a loan I already repaid in cash. The lender filled the amount and deposited it."
chq-028,cheque,en,"The society collected repair fund contributions and the treasurer's refund cheque to me for excess collection, Rs 18,000, bounced. Committee says deposit it again next month, third time now."
chq-029,cheque,hi-rom,"Humne apni gaadi bechi thi 5.5 lakh me. Aadha cash mila, aadhe ka cheque diya tha buyer ne. Cheque do baar bounce ho chuka hai. Gaadi bhi le gaya, paise bhi nahi de raha. Bahut pareshan hoon."
chq-030,cheque,en,"My friend's wife took gold jewellery from my mother to pawn for an emergency and gave a cheque of Rs 2.6 lakhs as assurance. The jewellery is not returned and the cheque has bounced."
chq-031,cheque,en,"I run a printing press. A political party worker got election banners printed worth Rs 88,000 and paid by cheque which bounced. Now elections are over and he says the party will pay someday."
chq-032,cheque,en,"The insurance surveyor settled my claim partly in cash and the balance through the garage owner who gave me his cheque of Rs 40,000. That cheque bounced. The garage owner says the insurer has not released his money."
chq-033,cheque,en,"I have received a court summons in a cheque bounce case. The cheque was from my closed proprietorship account and was given as security to a supplier whose bills I dispute. I never intended it as payment."
chq-034,cheque,en,"A caterer friend borrowed my banquet crockery and equipment for a season, then bought them outright for Rs 1.1 lakhs by cheque. It bounced with insufficient funds and he keeps postponing."
chq-035,cheque,en,"My father supplied bricks to a contractor for years. The last outstanding was settled with two cheques of Rs 1 lakh each. Both bounced on the same day. The contractor's site is now shut."
chq-036,cheque,en,"An educational trust hired our bus service for a year. Their cheque for the final quarter, Rs 1.35 lakhs, bounced and the trustee says sign a fresh contract with a discount if you want the old dues."
chq-037,cheque,en,"I gave a personal loan of Rs 80,000 to my domestic help's husband against a cheque. It bounced, account dormant. They still work in our building and admit the debt but simply do not pay."
chq-038,cheque,en,"The pharmacy attached to a private hospital returned my excess advance of Rs 52,000 by cheque at discharge. It bounced a week later and the accounts desk says the file has gone for reprocessing."
chq-039,cheque,en,"My export firm received a domestic buyer's cheque of Rs 6 lakhs against delivered garments. It was dishonoured for signature mismatch, and the buyer refuses to issue a fresh cheque or pay online."
chq-040,cheque,en,"A wedding hall we run received a booking balance cheque of Rs 1.9 lakhs which bounced after the event was over. The customer's phone is switched off and the address on the contract is a rented house he left."
chq-041,cheque,en,"I paid the full amount for a used tractor and the seller was supposed to clear the pending loan on it. He gave the finance company a cheque that bounced, and now they threaten to seize the tractor from me."
chq-042,cheque,hi-rom,"Bhai ne business ke liye 3 lakh liye the, stamp paper pe likha ke aur cheque de ke. Cheque bounce ho gaya, ab bolta hai ghar ka mamla hai court mat jao. Mujhe paise wapas chahiye bas."
chq-043,cheque,en,"Our kirana wholesale firm holds a bounced cheque of Rs 2.4 lakhs from a retailer. The notice period passed with no payment. He has offered Rs 1 lakh as full and final. Should we accept or file the case?"
chq-044,cheque,en,"The interior contractor gave my wife a refund cheque for cancelled work. It bounced with the remark drawer's signature differs. He claims his accountant signed it wrongly by mistake and wants three more months."
chq-045,cheque,en,"I supplied packing material to a factory for eight months. Their cheque of Rs 5.2 lakhs bounced and the director says the company is going into insolvency, so I should file my claim there and forget the cheque."
chq-046,cheque,en,"A neighbour took my car for Rs 2.75 lakhs, paid Rs 75,000 and gave a cheque for the rest. It has bounced three times over four months. The RC transfer is pending and he is using the car daily."
chq-047,cheque,en,"My mother's tenant runs a beauty parlour in our shop space. Her rent cheques for three consecutive months bounced, total Rs 66,000. She says business is slow and continues to occupy the shop."
chq-048,cheque,en,"The travel operator who cancelled our group tour refunded everyone except us. Our refund cheque of Rs 96,000 bounced. Other families were paid online. He says our booking had a special discount so we must wait."
chq-049,cheque,en,"I am a retired teacher. A former colleague borrowed Rs 4 lakhs from my retirement fund promising interest, and gave post dated cheques. The first two bounced. My family does not know about the loan yet."
chq-050,cheque,en,"Our firm received a cheque of Rs 12 lakhs from a dealer against outstanding invoices. It bounced for insufficient funds. He admits liability on WhatsApp but wants us to take post dated cheques again."
chq-051,cheque,en,"A jeweller friend took old gold from me to remake ornaments and later chose to buy it, giving a cheque of Rs 3.3 lakhs. The cheque bounced and he now claims the gold weighed less than agreed."
chq-052,cheque,en,"A finance agent I once borrowed from has deposited an old blank cheque of mine with an inflated amount of Rs 4.5 lakhs written in different ink. It bounced and he sent me a notice. I repaid that loan years ago."
chq-053,cheque,en,"The buyer of my flat gave a cheque of Rs 10 lakhs towards the down payment after signing the agreement to sell. It bounced. He wants the agreement extended without any penalty."
chq-054,cheque,en,"I do embroidery job work from home. A boutique owner settled six months of my bills with a cheque of Rs 62,000. It came back unpaid. She has now blocked me but her boutique runs as usual."
chq-055,cheque,en,"My transport union collected accident contribution from members and the union treasurer's cheque to the victim's family, Rs 2 lakhs, bounced. The family has asked me, as president, what to do legally."
chq-056,cheque,en,"A relative took my fixed deposit money for his hospital construction promising to return it with a bank cheque. The cheque of Rs 8 lakhs was dishonoured, and he says the CA misplaced funds temporarily."
chq-057,cheque,hi-rom,"Dukaan ke liye maal liya tha ek party se, unka hisaab clear karne ko cheque diya tha maine. Galti se account me paise kam the aur cheque bounce ho gaya. Ab unhone notice bhej diya hai. Mujhe kya karna chahiye?"
chq-058,cheque,en,"The gym franchise owner returned my franchise security deposit with a cheque of Rs 5 lakhs when the brand terminated his rights. It bounced, and the brand says the deposit was with him, not them."
chq-059,cheque,en,"I received two cheques from a debtor, one cleared and the second of Rs 1.2 lakhs bounced. He says the cleared one covers the principal and the bounced one was only interest which he never agreed to."
chq-060,cheque,en,"Our school's fee refund cheque to me for double payment, Rs 34,000, bounced twice. The accountant says the trust signatory changed and all old cheques are invalid, but they do not issue a new one."
chq-061,cheque,en,"A property dealer brokered my plot sale and the buyer's part payment cheque of Rs 9 lakhs bounced after possession was given. The dealer now avoids responsibility saying he only introduced the parties."
chq-062,cheque,en,"My poultry feed supplier business received a cheque of Rs 2.9 lakhs from a farm owner. Bounced, insufficient funds. His farm is on leased land and I worry he has no assets even if I win a case."
chq-063,cheque,en,"The event company that hired my sound system for the season gave a consolidated cheque of Rs 1.45 lakhs. It bounced and the proprietor has started a new company under his wife's name doing the same events."
chq-064,cheque,en,"I gave a hand loan of Rs 60,000 to my neighbour for his daughter's admission against a post dated cheque. He requested me twice to delay depositing. When I finally deposited it, the account was closed."
chq-065,cheque,en,"A garment shop cleared my tailoring unit's dues with a cheque of Rs 78,000 that bounced. The owner's son says his father has dementia and the son is not responsible for the shop's old payments."
chq-066,cheque,en,"My cheque to a supplier bounced because my company account was frozen by the bank over a KYC issue the same week. The supplier has sent a Section 138 notice. I have the bank's letter about the freeze."
chq-067,cheque,en,"The dairy cooperative settled my cattle feed bills with a cheque of Rs 1.05 lakhs. It was returned with the remark exceeds arrangement. The secretary says the new committee will decide on old payments."
chq-068,cheque,en,"A friend and I jointly funded a food truck. When we split, he bought my share and gave three cheques. The first cleared, the second of Rs 1.6 lakhs bounced, and he postdated the third by a full year without asking."
chq-069,cheque,en,"I financed my nephew's shop stock of Rs 2.5 lakhs against a cheque. It bounced. Family elders say settle at half. The notice deadline is approaching and I cannot decide whether to file or settle."
chq-070,cheque,en,"An advertising client's cheque of Rs 3.15 lakhs to my agency bounced. He immediately paid Rs 50,000 online and promised the rest in weekly instalments, but the instalments stopped after two weeks."
chq-071,cheque,en,"The rice mill I supply paddy to gave a cheque for the season's settlement, Rs 4.8 lakhs. It bounced due to stop payment. The mill owner claims moisture deductions justify paying less and stopping the cheque."
chq-072,cheque,en,"My car accident compensation was partly paid by the other party privately through a cheque of Rs 1.5 lakhs to avoid police involvement. The cheque bounced and now he denies the accident entirely."
chq-073,cheque,en,"A hostel mess contractor owed my vegetable business Rs 83,000 and his cheque bounced. He has moved to another city's college mess. I have his new address from a mutual contact."
chq-074,cheque,en,"I took a franchisee's territory back and my company issued his deposit refund, but our accountant issued it from a closed account by mistake and it bounced. He is threatening a case against me personally."
chq-075,cheque,en,"The dhaba owner near my petrol pump settled his diesel account with a cheque of Rs 1.28 lakhs which bounced. He offers to pay in kind through free meals for staff, which is useless to me."
chq-076,cheque,en,"My husband's friend took Rs 7 lakhs for a joint plot purchase that never happened. He returned Rs 2 lakhs and gave a cheque for the balance which has bounced. The plot was never even registered."
chq-077,cheque,en,"A bounced cheque of Rs 45,000 from a customer is with me, but I have crossed almost a month since the bank memo. How many days do I have for the notice, and what happens if I am late?"
chq-078,cheque,en,"The engineering college placement cell hired our buses and the account cheque of Rs 2.1 lakhs bounced. The college blames the transport committee which has since been dissolved after an audit issue."
chq-079,cheque,en,"My wife's boutique customer took bridal wear worth Rs 92,000 on a cheque that bounced after the wedding. Her family says the outfits were defective, though they were worn for the full event and photos exist."
chq-080,cheque,en,"I hold a bounced cheque of Rs 15 lakhs from a land deal. The drawer has offered a registered settlement deed for a smaller amount. My lawyer friend says a 138 case is stronger. I want a second opinion."
