id,label,lang,text
ten-027,tenancy,en,"The PG I stayed in for a year is refusing to return the Rs 25,000 deposit, saying I left without one month notice. Their own rule card says fifteen days notice, which I gave in writing."
ten-028,tenancy,en,"My landlord wants to install a CCTV camera facing my flat's entrance inside the house compound. It records everyone who visits me. He refuses to move it and says it is for his security."
ten-029,tenancy,hi-rom,"Ghar ka kiraya cash me dete the har mahine, koi receipt nahi li kabhi. Ab malik keh raha hai chhe mahine ka baaki hai. Wo jhooth bol raha hai par mere paas saboot nahi hai. Kya karein?"
ten-030,tenancy,en,"The flat above mine, owned by the same landlord, leaks sewage into my bathroom. Repairs need work in that flat, which is vacant, but the landlord says he will fix it whenever he finds a new tenant."
ten-031,tenancy,en,"I have rented my flat to a tenant who has not paid rent for five months. He does not respond to calls and has changed the lock. The agreement expired and he refuses to renew or leave."
ten-032,tenancy,en,"My tenant sublet my house to three families without permission. The agreement clearly prohibits subletting. The subtenants say they paid him and will not leave. I am getting nothing from anyone."
ten-033,tenancy,en,"The landlord promised covered parking in the agreement. After six months he rented my parking slot to an outsider and tells me to park on the road. My car has been scratched twice already."
ten-034,tenancy,en,"I moved cities for work and my landlord is refusing to let me terminate early even with the two month penalty stated in the agreement. He wants the full remaining eight months of rent."
ten-035,tenancy,en,"Our society charges tenants double maintenance compared to owners and the landlord passes it to us on top of rent, though the agreement says maintenance is included in rent."
ten-036,tenancy,en,"The landlord's family uses our floor's bathroom during their functions, sometimes ten times a day, saying it was their house first. It is inside our rented portion and locks from outside."
ten-037,tenancy,en,"I rented a house and discovered the landlord had not paid the water connection dues for years. The connection was cut and he expects me to clear his Rs 30,000 arrears to restore it."
ten-038,tenancy,en,"My tenant is running a noisy tailoring unit with four machines in a flat rented strictly for residence. Neighbours complain to me daily and the society is threatening action against me as the owner."
ten-039,tenancy,en,"The broker and landlord together took one month brokerage and one month advance rent, then gave the flat to someone else who paid more. Both are ignoring my calls now. I have the payment receipts."
ten-040,tenancy,en,"I own a small flat which I rented to a family. They have paid no rent for seven months, citing job loss. I sympathize but I depend on this rent for my medicines. They refuse mediation."
ten-041,tenancy,en,"My landlord refuses rent receipts because he does not want to pay tax on the income. My company needs receipts for HRA. He says take it or leave it, everyone here does this."
ten-042,tenancy,en,"The house I rent was raided by the bank because the landlord defaulted on the home loan. The bank pasted a possession notice on my door. My deposit and my belongings are at risk and he is unreachable."
ten-043,tenancy,hi-rom,"Malik makaan khali karwane ke liye roz naye tareeke nikal raha hai. Kabhi pani band, kabhi gate pe taala. Humne 3 saal ka agreement kiya hai abhi ek saal hua hai. Rent time pe dete hain phir bhi."
ten-044,tenancy,en,"I share a rented flat with two flatmates and only my name is on the agreement. They have both stopped paying their shares and the landlord holds me responsible for the full rent of Rs 45,000."
ten-045,tenancy,en,"The landlord is redeveloping the building and all other tenants took his settlement. I want fair compensation for my ground floor shop tenancy of twenty years but he is offering the same as residential tenants."
ten-046,tenancy,en,"My rented flat's balcony grill was rusted and gave way, and my son was nearly hurt. I repaired it and deducted the cost from rent with prior written notice. The landlord now calls this rent default."
ten-047,tenancy,en,"The owner insists rent be paid only in cash on the first of every month in person. When I was travelling and paid on the 4th by transfer, he returned it and marked me a defaulter."
ten-048,tenancy,en,"A family friend let us stay in his flat on a verbal arrangement for rent for six years. After his death, his children call us trespassers and have cut the water line. We have paid rent by cheque throughout."
ten-049,tenancy,en,"My tenant vacated at midnight without notice, owing three months rent, and took the ceiling fans, the geyser and the modular kitchen baskets. His deposit does not cover half of it."
ten-050,tenancy,en,"The landlord verbally agreed to adjust the final two months of my stay against the deposit. Now after I vacated on that understanding, he claims two months unpaid rent and refuses the balance deposit too."
ten-051,tenancy,en,"Our building's owner rents out the terrace for loud events every weekend. Our agreements promise peaceful residential use. Complaints to him get one reply, the terrace is not part of your tenancy."
ten-052,tenancy,en,"I rented a flat where the agreement says the landlord pays society transfer and non occupancy charges. The society is now recovering these from me by blocking my access cards until dues are cleared."
ten-053,tenancy,en,"My elderly parents are tenants of forty years in a pagdi style room. The new owner of the building is refusing repairs to make the room unlivable and offers a fraction of market rate to surrender it."
ten-054,tenancy,en,"The flat I moved into last month has a hidden history, the previous tenant's belongings are locked in one bedroom under court seal. The landlord rented it to me without disclosure and I effectively have a two bedroom rent for one usable bedroom."
ten-055,tenancy,en,"My landlord demands I vacate because he claims he needs the house for his daughter's marriage, but I know he has three other vacant flats in the same lane. I have two years left on my registered lease."
ten-056,tenancy,hi-rom,"Tenant ne flat me bina puche wall todke do kamre ka ek bada kamra bana diya. Ab bol raha hai improvement kiya hai, deposit se kyun kaatoge. Structural change hai ye to, society bhi notice de rahi hai mujhe."
ten-057,tenancy,en,"I paid a token advance of Rs 20,000 for a rental flat after the owner confirmed the deal on WhatsApp. A week before moving, he rented it to someone else and says tokens are non refundable as per market practice."
ten-058,tenancy,en,"My tenant's agreement ended in December. He neither renews nor vacates, pays a random reduced amount he decided himself, and told me tenants cannot be evicted for ten years by law so I should adjust."
ten-059,tenancy,en,"The landlord included a clause that the deposit will be returned only after a new tenant is found. It has been five months since I vacated, he shows the flat to nobody, and my Rs 1.2 lakhs is stuck."
ten-060,tenancy,en,"Our shop's landlord has doubled the rent citing metro construction raising the area's value, in the middle of a registered five year lease with fixed escalation. He locked the shutter when we protested."
ten-061,tenancy,en,"I found my rented flat listed for sale online with photos of my furniture and family visible, taken during a so called inspection visit. The landlord never asked consent for photos or the listing."
ten-062,tenancy,en,"The landlord's nephew moved into the outhouse of the property I rent and uses our kitchen, bathroom and WiFi, claiming family rights over the property. The landlord laughs it off."
ten-063,tenancy,en,"My tenant has started a PG inside my 2BHK flat with eight beds without my consent. The society fined me Rs 25,000 as the owner. His agreement is for a family of four."
ten-064,tenancy,en,"After a small kitchen fire that we immediately repaired at our cost, the landlord is using it as grounds to evict us mid lease and forfeit the entire deposit of Rs 90,000, calling us negligent tenants."
ten-065,tenancy,en,"The house owner promised to register the rent agreement and kept both copies for that purpose. A year later there is no registration, he holds both originals, and he now disputes the agreed rent amount."
ten-066,tenancy,en,"I have been paying rent to the property manager appointed by my NRI landlord. The landlord now says the manager was removed a year ago and my payments to him do not count. The manager has vanished."
ten-067,tenancy,en,"My rented flat's society has banned bachelor tenants by a new resolution and is pressuring my landlord to evict me mid agreement. My record is clean and my agreement runs eight more months."
ten-068,tenancy,en,"The landlord cut off the kitchen gas pipeline connection shared from his floor because we refused to pay a new gas charge he invented last month. The agreement includes gas in the rent."
ten-069,tenancy,en,"When I vacated, the landlord and I did a joint inspection and he signed a no dues note. A month later he sent a legal notice claiming Rs 60,000 for damages he says he found later."
ten-070,tenancy,en,"I rent agricultural land for vegetable farming on yearly renewal. After I improved the soil and installed drip lines at my cost, the owner refuses renewal and will not compensate for the improvements."
ten-071,tenancy,en,"My tenant, a lawyer, has not paid rent in four months and dares me to go to court saying he will make the case last fifteen years. The flat is my only source of income after my husband's death."
ten-072,tenancy,en,"The building watchman, on the landlord's instructions, notes down the time I return home every night and reports it. When I objected, the landlord said tenants with jobs that end late are a security risk."
ten-073,tenancy,en,"I took a shop on rent and spent Rs 4 lakhs on interiors with the landlord's written permission. Six months in, he wants the shop back for his son and says interiors belong to the property now."
ten-074,tenancy,en,"My deposit was Rs 60,000 and the landlord returned Rs 12,000 after deductions listed as wear and tear, bulb replacements and a broken bucket. The agreement says normal wear and tear is not deductible."
ten-075,tenancy,en,"The landlady insists on keeping one room of the rented house locked for storing her belongings but charges me rent for the full house. She visits the room without notice, entering through my living area."
ten-076,tenancy,en,"Our factory shed's landlord has stopped essential structural repairs and the labour department has warned us about worker safety. Relocating the unit costs more than we can afford mid lease."
ten-077,tenancy,en,"I gave my flat to a corporate guest house company on a three year lease. They have stopped paying since their client left, but refuse to hand over possession saying their lease protects them."
ten-078,tenancy,en,"The landlord accepted rent from me for two years, and now claims I am not a tenant but a caretaker because the agreement was never renewed in writing, and caretakers can be removed anytime."
ten-079,tenancy,en,"Every time it rains the ground floor flat I rent floods ankle deep because the landlord raised the road side wall without drainage. My furniture is ruined twice over and he says it is an act of God."
ten-080,tenancy,en,"My tenant demands I pay him Rs 2 lakhs to vacate, calling it his tenancy right money. There is no such clause anywhere. He has stopped paying rent and says the money will come out of what he owes anyway."
