id,label,lang,text
oth-017,other,en,"Our village common well has been fenced off by an influential family claiming it fell in their surveyed land. Three generations have used it publicly. The tehsildar keeps postponing the hearing."
oth-018,other,hi-rom,"Bhai ke naam pe papa ne zameen ki thi taaki loan mil jaye. Ab bhai usse apni bata raha hai aur bechne ki baat kar raha hai. Papa ke paas purane kagaz hain sab. Kya zameen wapas ho sakti hai?"
oth-019,other,en,"An agency took Rs 2.5 lakhs from me promising a work visa and a hotel job in Dubai. The visa turned out to be a visit visa and the job never existed. The office is now closed and the owner is absconding."
oth-020,other,en,"My society's committee has been collecting a repair fund for years, but the audit shows most of it missing. The secretary refuses to call a general body meeting or show the books."
oth-021,other,en,"My daughter's school is refusing to give her transfer certificate because we protested a fee hike. Without the TC her admission to the new school will lapse next week."
oth-022,other,en,"I am a delivery rider. The platform deactivated my ID without any reason after four years, wiping out my weekly payout too. Support only sends automated replies. This was my only income."
oth-023,other,en,"A colleague has been spreading messages in office groups saying I take bribes from vendors. It is completely false and my transfer to a better branch was cancelled because of the rumours."
oth-024,other,en,"My landlord's electrician cousin, while fixing the building supply, called me names in front of neighbours over a parking argument and threatened to break my legs. I am worried it will escalate."
oth-025,other,en,"My PF has not been deposited by my employer for over a year even though it is deducted from my salary every month. The EPFO portal shows no credits after March last year."
oth-026,other,en,"After my father's death, the bank froze his account and asks for a succession certificate for releasing Rs 6 lakhs. My mother is the nominee. Do we still need the certificate and how long does it take?"
oth-027,other,en,"A relative posted my sister's photos with vulgar captions from a fake account after she rejected his proposal. We know it is him. She is devastated and we want it stopped and punished."
oth-028,other,en,"My motorbike was seized by police during a festival checking because the previous owner never transferred the RC. I have the delivery note and insurance in my name. The bike has been at the station for a month."
oth-029,other,en,"An astrologer cum baba took Rs 3 lakhs from my mother over two years for rituals to cure my father's cancer. My father passed away and the baba has moved his ashram. My mother still defends him."
oth-030,other,en,"I signed as a guarantor for my cousin's tractor loan. He has defaulted and left the village, and the bank has started attaching my salary account. I never received a single rupee of that loan."
oth-031,other,hi-rom,"Factory me kaam karte waqt haath machine me aa gaya tha, do ungliyan kat gayi. Malik ne hospital ka kharcha de diya par ab kaam pe wapas nahi le raha aur koi muavza bhi nahi. Kya karoon?"
oth-032,other,en,"My wife's brother borrowed our fixed deposit receipts saying he needed them to show as security for one week. He has pledged them for his own loan and the bank refuses to release them."
oth-033,other,en,"The municipal corporation demolished part of our compound wall for road widening eight months ago. The promised compensation file moves between offices and every clerk asks for a different document."
oth-034,other,en,"I am 19 and my parents are forcing me to marry a man twice my age in exchange for settling a family land dispute. I have exams next month. I need to know how to protect myself legally."
oth-035,other,en,"Our startup's co founder transferred the company domain, client contracts and the entire codebase to a new company he registered with his wife, and then resigned. We had no formal founders agreement."
oth-036,other,en,"A private ambulance charged us Rs 45,000 for a 30 km transfer during an emergency, ten times the normal rate, and demanded cash before moving my father. I paid but I want to pursue this. Where does such a complaint even go?"
oth-037,other,en,"My son was beaten by seniors in his college hostel and the warden is pressuring us not to complain, saying it will spoil his career. The college is protecting the seniors because one is a trustee's son."
oth-038,other,en,"I bought a plot fifteen years ago and recently found that the seller had sold the same plot to another person a year before me. Both of us have registered sale deeds. His deed is earlier."
oth-039,other,en,"My scooter was towed and the traffic police demanded Rs 2,300 with no receipt for half the amount. When I asked for a receipt for the full amount, they threatened more charges. I paid and left but this feels wrong."
oth-040,other,en,"My maid's husband takes away her entire salary and she and her kids often go hungry. She wants to open her own bank account and keep her earnings but he has her Aadhaar card locked away. How can I help her legally?"
oth-041,other,en,"Our building's borewell contractor dug beyond the permitted depth and the neighbouring buildings' wells have dried. They have filed a complaint against the whole society and each flat owner including tenants."
oth-042,other,en,"I resigned properly with a 60 day notice, but my employer is withholding my relieving letter and final salary until I pay Rs 1.8 lakhs for a training bond I never signed. The offer letter mentions no bond."
oth-043,other,en,"During a family function my gold chain was stolen and the CCTV clearly shows a catering staff member taking it. The caterer says his staff are contract workers and refuses to share their details."
oth-044,other,hi-rom,"Sasural wale dahej ke liye pareshan karte hain aur ab mere maayke walon ko dhamki de rahe hain. Meri beti chhoti hai isliye chup thi ab tak. Police complaint karne se pehle kya soch lena chahiye?"
oth-045,other,en,"An unknown truck hit my parked car at night and drove off. A neighbour's camera caught the number. The truck owner denies it and his insurer says claim your own policy and lose your no claim bonus."
oth-046,other,en,"My grandfather's land records show my late father's name misspelled, and now the revenue office refuses mutation in our names until the ancient spelling error is corrected through court."
oth-047,other,en,"I have been paying EMIs for a personal loan for two years, and the bank suddenly says my loan was part of a fraud by their own agent and the disbursed amount was higher than my sanction. They want a lump sum now."
oth-048,other,en,"A film crew shot in our lane for a week, damaged the road, broke our gate light and left. The production house's local manager gave a number that is now switched off."
oth-049,other,en,"My twelve year old was made to clean toilets in school as punishment for not bringing craft material. The principal calls it discipline. Other parents have similar stories but are afraid to speak."
oth-050,other,en,"The liquor shop that opened beside our school operates beyond permitted hours and men gather there when children walk home. Our complaints to excise have gone nowhere for a year."
oth-051,other,en,"I need help but I do not know what kind of case this is. My problem is with a government office not doing my work for two years. Every visit they ask for a new paper. I am tired."
oth-052,other,en,"Someone is blackmailing me with private chats from a dating app, demanding Rs 50,000 or he will send screenshots to my family and office. I do not know his real identity."
oth-053,other,en,"There is a dispute in our family and it has become very ugly. Everyone has said things and done things. I do not even know where to start explaining. Can a lawyer just listen to everything first?"
oth-054,other,en,"My question is general. If someone cheated me two years ago, is it too late to do anything now? How many years do I have for filing cases in India?"
oth-055,other,en,"I want to take legal action against a person who wronged my family very badly. I cannot write the details here. Please tell me the process to start and how much a lawyer costs."
oth-056,other,en,"My octogenarian mother signed papers she cannot read, brought by my brother, and now her house is in his name. She thought she was signing pension forms. She cries every day."
oth-057,other,hi-rom,"Mujhe kisi ne dhokha diya hai paison ka mamla hai. Bahut bada amount hai. Kya karna chahiye pehle, police ya lawyer? Jaldi jawab chahiye please."
oth-058,other,en,"Our panchayat has allotted the playground where children play to a private cold storage on lease. Villagers were never consulted. Construction starts next month."
oth-059,other,en,"My identity was used by someone to buy three SIM cards, and one of them shows up in a police investigation in another state. I got a call from a number claiming to be police, demanding I appear or pay to close it."
oth-060,other,en,"My promotion was cancelled after my department head's relative was given the post, though I topped the internal exam. The RTI reply about the selection is vague and incomplete."
oth-061,other,en,"There was a fight near our house and I gave police a statement as a witness. Now the accused's family threatens my father daily to make me change my statement. Local police are not taking it seriously."
oth-062,other,en,"I invested Rs 4 lakhs in my friend's poultry business on a fifty fifty profit promise made verbally in front of family. He shows losses every quarter but has bought a new car and is building a house."
oth-063,other,en,"My neighbour's pitbull attacked my son in the common park. Twenty two stitches. The owner says the dog was provoked and refuses even the hospital costs. The society says dogs are a personal matter."
oth-064,other,en,"A matrimonial match turned out to be already married with a child. We found out a week before our engagement after spending heavily on functions. His family is now threatening us for defaming them."
oth-065,other,en,"After floods damaged our crops, the patwari recorded our village's loss assessment wrongly, cutting most farmers' compensation to a third. He openly asks for money to correct the entries."
oth-066,other,en,"I am being made to work 14 hour shifts with no overtime in a security agency. When I asked about overtime pay, the supervisor said guards have no such rights and to be grateful for the job."
oth-067,other,en,"Need advice urgently please. It is about my sister. Something happened at her workplace and she has been crying for days and will not tell us everything. Who should we approach first, is there a helpline?"
oth-068,other,en,"My car loan was fully repaid three years ago but the hypothecation was never removed from the RC and the finance company that closed my loan has merged into another company twice since. RTO says get an NOC from a company that no longer exists."
oth-069,other,en,"Our apartment builder formed a fake society with his own staff as members and is passing resolutions to control our maintenance money. The real owners are a majority but our society registration application is stuck."
oth-070,other,en,"What is the punishment for threatening someone? A person known to us has been sending my husband messages saying he will see us in the market. We have screenshots. That is all I want to ask."
oth-071,other,en,"I lent my car to a friend for a weekend and he had an accident injuring a pedestrian. Now the police notice has come in my name as the owner. He says do not worry but it is my name on everything."
oth-072,other,en,"My college is withholding my original certificates because I took admission through a management quota agent who did not pass my full payment to them. I paid him the entire amount with receipts."
oth-073,other,hi-rom,"Humare mohalle me ek aadmi sabko paise dekar plot ke kagaz banwa raha hai jo sarkari zameen hai. Humne complaint ki to hume hi dhamkaya ja raha hai. Kahan shikayat karein ki kaam ho?"
oth-074,other,en,"I am an artist and a big brand used my painting on their festive packaging without permission. Their legal team replied to my email saying the artwork was sourced from a vendor and I should chase the vendor."
oth-075,other,en,"My live in partner of five years has left and taken all the household savings we kept in a joint locker, which was mostly my income. We are not married so I do not know what claim I have."
oth-076,other,en,"Please help, I am very confused about a legal matter concerning my family and property and some other people are also involved. It is complicated. What documents should I gather before meeting anyone?"
oth-077,other,en,"The government acquired part of our farmland for a highway in 2019. Others in the village got their compensation but ours is stuck because of an old unsettled family partition case from the 1990s."
oth-078,other,en,"An online gaming app froze my winnings of Rs 1.9 lakhs during withdrawal, citing suspicious activity, but keeps my deposits and continues sending me offers to play more."
oth-079,other,en,"My name has been fraudulently shown as a director in a company I have never heard of, and the MCA portal now flags my DIN for their compliance defaults. I discovered this while applying for a home loan."
oth-080,other,en,"Sir I have a problem going on since a long time and nobody is helping me solve it. I have visited many offices. I just want justice for what happened to us. Tell me whom to meet."
